1796,1553,1478,,,,
1611,1652,2026,,,,
1571,1647,1636,,,,
1452,1491,1835,,,,
1657,1714,1678,,,,
1660,1953,1736,,,,
1602,1240,1781,,,,
1533,1585,1951,,,,
1702,1671,1488,,,,
1536,1322,1561,,,,
1706,1545,1574,,,,
1749,1625,1792,,,,
1650,1316,1563,,,,
1682,1751,1357,,,,
1714,1470,1556,,,,
1888,1498,1587,,,,
1631,1533,1763,,,,
1504,1300,1521,,,,
1664,1936,1346,,,,
1746,1866,1819,,,,
1627,1402,1537,,,,
1570,1610,1703,,,,
1768,1641,1843,,,,
1751,1792,1761,,,,
1533,1434,1906,,,,
1658,1458,1473,,,,
1595,1402,1919,,,,
1580,1351,1472,,,,
1793,1500,1911,,,,
1705,1985,1243,,,,
1665,1626,1574,,,,
1657,1772,1860,,,,
1824,1262,1449,,,,
1663,1568,1050,,,,
1546,1464,1524,,,,
1766,1594,1477,,,,
1596,1346,1616,,,,
1419,1960,1736,,,,
1387,1597,1395,,,,
1812,1494,1589,,,,
1408,1401,1830,,,,
1347,1398,1721,,,,
1498,1419,1479,,,,
1521,1645,1908,,,,
1882,1702,1499,,,,
1716,1612,1855,,,,
1312,1734,1295,,,,
1450,1743,1596,,,,
1501,1513,1822,,,,
1725,1462,1936,,,,
1448,1335,1935,,,,
1728,1483,2027,,,,
1447,1735,1428,,,,
1751,1350,1698,,,,
1372,1534,1580,,,,
1273,1458,2138,,,,
1570,1802,1955,,,,
1507,1257,1742,,,,
1957,1766,1676,,,,
1394,1249,1874,,,,
1812,1665,2102,,,,
1693,1510,1839,,,,
1697,1673,1503,,,,
1757,1625,1572,,,,
1565,1731,1913,,,,
1441,1465,2134,,,,
1619,1670,1932,,,,
1516,1638,1471,,,,
1451,1646,2011,,,,
1655,1933,1786,,,,
1832,1558,1161,,,,
1704,1697,1698,,,,
1533,1481,1817,,,,
1401,1771,1639,,,,
1664,1756,1859,,,,
1556,1701,1517,,,,
1537,1553,1777,,,,
1591,1339,1718,,,,
1489,1460,1787,,,,
1627,1635,1775,,,,
1572,1543,1406,,,,
1599,1618,1486,,,,
1737,1796,1740,,,,
1607,1775,1789,,,,
1813,1415,1942,,,,
1603,1309,1826,,,,
1822,1673,1459,,,,
1542,1700,1390,,,,
1355,1662,1921,,,,
1248,1113,1489,,,,
1642,1598,1625,,,,
1694,1639,1709,,,,
1516,1396,1790,,,,
1420,1152,1724,,,,
1484,1587,1957,,,,
1520,1647,1490,,,,
1691,1603,1325,,,,
1574,1661,1702,,,,
1754,1361,1758,,,,
1682,1466,1861,,,,
1796,1562,1848,,,,
1611,1558,1751,,,,
1571,1745,1711,,,,
1452,1544,1709,,,,
1657,1741,1540,,,,
1660,1401,1424,,,,
1602,1696,1483,,,,
1533,1641,1713,,,,
1702,1558,1663,,,,
1536,1337,1711,,,,
1706,1713,1836,,,,
1749,1547,1938,,,,
1650,1581,1621,,,,
1682,1596,1618,,,,
1714,1299,1911,,,,
1888,1530,1824,,,,
1631,1915,1790,,,,
1504,1439,1655,,,,
1664,1703,1445,,,,
1746,1474,1488,,,,
1627,1683,1977,,,,
1570,1633,1629,,,,
1768,1427,1814,,,,
1751,1600,1635,,,,
1533,1480,1673,,,,
1658,1421,1781,,,,
1595,1514,1662,,,,
1580,1238,1874,,,,
1793,1394,1810,,,,
1705,1739,1572,,,,
1665,1450,1998,,,,
1657,1613,1905,,,,
1824,1667,1580,,,,
1663,1941,1699,,,,
1546,1528,1656,,,,
1766,1923,1858,,,,
1596,1547,1608,,,,
1419,1695,1584,,,,
